F_Date,t-7,t-6,t-5,t-4,t-3,t-2,t-1,T
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2017-09-02,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0
2017-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-06,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0
2017-09-07,4.0,4.0,5.0,6.0,7.0,6.0,6.0,7.0
2017-09-08,2.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0
2017-09-09,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0
2017-09-10,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0
2017-09-11,2.0,0.0,2.0,4.0,4.0,3.0,3.0,5.0
2017-09-12,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0
2017-09-13,0.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0
2017-09-14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2017-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2017-09-26,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017-09-27,0.0,,0.0,,0.0,0.0,0.0,0.0
2017-09-28,,0.0,,0.0,0.0,0.0,0.0,0.0
2017-09-29,1.0,,2.0,3.0,3.0,3.0,2.0,1.0
2017-09-30,,6.0,6.0,5.0,5.0,5.0,5.0,4.0
2017-10-01,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0
2017-10-02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2017-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-10-12,3.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0
2017-10-13,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
2017-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-16,3.0,5.0,8.0,10.0,12.0,12.0,12.0,10.0
2017-10-17,9.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0
2017-10-18,9.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0
2017-10-19,5.0,5.0,6.0,7.0,7.0,6.0,6.0,8.0
2017-10-20,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
2017-10-21,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0
2017-10-22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2017-10-23,,1.0,2.0,1.0,1.0,2.0,2.0,5.0
2017-10-24,8.0,8.0,7.0,10.0,12.0,13.0,14.0,12.0
2017-10-25,16.0,17.0,18.0,19.0,20.0,19.0,19.0,17.0
2017-10-26,16.0,16.0,15.0,15.0,14.0,16.0,16.0,15.0
2017-10-27,,9.0,9.0,12.0,8.0,8.0,8.0,11.0
2017-10-28,14.0,16.0,22.0,17.0,19.0,22.0,23.0,24.0
2017-10-29,19.0,24.0,24.0,24.0,24.0,25.0,,26.0
2017-10-30,22.0,23.0,21.0,20.0,20.0,,,20.0
2017-10-31,17.0,18.0,20.0,20.0,,,23.0,22.0
2017-11-01,16.0,19.0,17.0,,,20.0,18.0,16.0
2017-11-02,12.0,8.0,,,5.0,3.0,2.0,5.0
2017-11-03,8.0,,,4.0,3.0,1.0,1.0,1.0
2017-11-04,,,6.0,5.0,3.0,1.0,2.0,3.0
2017-11-05,,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2017-11-06,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0
2017-11-07,7.0,6.0,7.0,9.0,11.0,12.0,14.0,14.0
2017-11-08,13.0,16.0,18.0,18.0,18.0,19.0,20.0,18.0
2017-11-09,19.0,19.0,21.0,19.0,20.0,20.0,20.0,19.0
2017-11-10,18.0,21.0,21.0,26.0,28.0,30.0,30.0,27.0
2017-11-11,17.0,19.0,23.0,25.0,26.0,27.0,27.0,26.0
2017-11-12,17.0,17.0,18.0,18.0,20.0,20.0,19.0,22.0
2017-11-13,19.0,20.0,19.0,19.0,20.0,21.0,22.0,22.0
2017-11-14,18.0,19.0,20.0,22.0,21.0,21.0,21.0,21.0
2017-11-15,18.0,17.0,17.0,18.0,18.0,19.0,20.0,21.0
2017-11-16,14.0,14.0,14.0,17.0,18.0,20.0,22.0,20.0
2017-11-17,11.0,11.0,13.0,16.0,20.0,21.0,21.0,18.0
2017-11-18,18.0,15.0,12.0,10.0,9.0,8.0,,10.0
2017-11-19,25.0,28.0,26.0,28.0,27.0,,27.0,24.0
2017-11-20,28.0,28.0,30.0,28.0,,27.0,27.0,28.0
2017-11-21,22.0,22.0,21.0,,20.0,19.0,19.0,22.0
2017-11-22,23.0,25.0,,29.0,28.0,28.0,28.0,28.0
2017-11-23,26.0,,30.0,29.0,28.0,28.0,29.0,29.0
2017-11-24,,26.0,25.0,23.0,22.0,22.0,22.0,22.0
2017-11-25,20.0,19.0,17.0,17.0,17.0,16.0,16.0,17.0
2017-11-26,28.0,28.0,28.0,25.0,24.0,23.0,24.0,23.0
2017-11-27,31.0,28.0,23.0,21.0,20.0,19.0,19.0,19.0
2017-11-28,20.0,16.0,16.0,15.0,14.0,15.0,15.0,17.0
2017-11-29,18.0,16.0,14.0,15.0,15.0,15.0,15.0,15.0
2017-11-30,18.0,14.0,16.0,15.0,15.0,14.0,14.0,17.0
2017-12-01,21.0,23.0,22.0,21.0,20.0,21.0,21.0,23.0
2017-12-02,24.0,23.0,22.0,20.0,20.0,21.0,19.0,19.0
2017-12-03,21.0,21.0,20.0,18.0,19.0,19.0,18.0,19.0
2017-12-04,16.0,17.0,13.0,12.0,12.0,12.0,12.0,14.0
2017-12-05,15.0,16.0,10.0,11.0,13.0,14.0,12.0,14.0
2017-12-06,24.0,25.0,27.0,30.0,29.0,28.0,27.0,28.0
2017-12-07,32.0,35.0,34.0,33.0,33.0,33.0,32.0,32.0
2017-12-08,35.0,35.0,35.0,36.0,37.0,37.0,37.0,38.0
2017-12-09,36.0,36.0,35.0,37.0,35.0,36.0,37.0,38.0
2017-12-10,37.0,35.0,36.0,37.0,37.0,36.0,34.0,34.0
2017-12-11,29.0,28.0,29.0,28.0,26.0,28.0,28.0,27.0
2017-12-12,29.0,32.0,33.0,32.0,32.0,32.0,33.0,30.0
2017-12-13,36.0,34.0,39.0,39.0,38.0,37.0,34.0,33.0
2017-12-14,31.0,30.0,30.0,31.0,30.0,32.0,33.0,33.0
2017-12-15,30.0,31.0,34.0,34.0,35.0,35.0,34.0,33.0
2017-12-16,25.0,26.0,28.0,29.0,28.0,27.0,25.0,26.0
2017-12-17,21.0,21.0,23.0,24.0,25.0,25.0,25.0,26.0
2017-12-18,23.0,22.0,21.0,18.0,18.0,19.0,19.0,21.0
2017-12-19,23.0,22.0,18.0,15.0,15.0,15.0,16.0,17.0
2017-12-20,27.0,25.0,23.0,23.0,21.0,20.0,21.0,19.0
2017-12-21,22.0,20.0,21.0,21.0,22.0,23.0,20.0,20.0
2017-12-22,20.0,20.0,15.0,12.0,12.0,12.0,11.0,16.0
2017-12-23,29.0,23.0,21.0,18.0,18.0,17.0,17.0,16.0
2017-12-24,28.0,,31.0,31.0,30.0,29.0,29.0,28.0
2017-12-25,,37.0,37.0,37.0,37.0,37.0,38.0,38.0
2017-12-26,42.0,38.0,35.0,34.0,36.0,37.0,38.0,37.0
2017-12-27,36.0,33.0,38.0,41.0,44.0,46.0,47.0,46.0
2017-12-28,33.0,36.0,39.0,42.0,43.0,45.0,46.0,46.0
2017-12-29,35.0,36.0,36.0,38.0,39.0,40.0,41.0,42.0
2017-12-30,41.0,39.0,41.0,41.0,41.0,37.0,38.0,39.0
2017-12-31,41.0,48.0,48.0,50.0,49.0,50.0,51.0,50.0
2018-01-01,48.0,49.0,51.0,52.0,53.0,55.0,54.0,53.0
2018-01-02,49.0,51.0,51.0,55.0,55.0,55.0,55.0,54.0
2018-01-03,43.0,45.0,47.0,48.0,47.0,47.0,47.0,49.0
2018-01-04,50.0,49.0,50.0,51.0,51.0,52.0,51.0,50.0
2018-01-05,46.0,50.0,53.0,53.0,53.0,54.0,52.0,51.0
2018-01-06,47.0,46.0,52.0,51.0,52.0,53.0,53.0,53.0
2018-01-07,35.0,39.0,36.0,39.0,42.0,42.0,43.0,42.0
2018-01-08,28.0,26.0,26.0,30.0,29.0,30.0,30.0,35.0
2018-01-09,35.0,33.0,31.0,28.0,27.0,27.0,26.0,25.0
2018-01-10,36.0,29.0,22.0,17.0,17.0,16.0,15.0,15.0
2018-01-11,24.0,16.0,10.0,9.0,8.0,7.0,6.0,10.0
2018-01-12,25.0,25.0,18.0,17.0,19.0,22.0,23.0,21.0
2018-01-13,35.0,34.0,35.0,38.0,42.0,44.0,45.0,45.0
2018-01-14,41.0,45.0,46.0,47.0,47.0,48.0,49.0,51.0
2018-01-15,45.0,43.0,41.0,40.0,38.0,37.0,39.0,41.0
2018-01-16,44.0,47.0,51.0,52.0,51.0,51.0,52.0,50.0
2018-01-17,49.0,52.0,54.0,55.0,52.0,52.0,53.0,54.0
2018-01-18,46.0,45.0,46.0,45.0,44.0,44.0,46.0,47.0
2018-01-19,35.0,35.0,35.0,34.0,35.0,36.0,37.0,39.0
2018-01-20,24.0,22.0,23.0,24.0,27.0,27.0,,26.0
2018-01-21,15.0,14.0,16.0,18.0,18.0,,15.0,14.0
2018-01-22,20.0,19.0,17.0,14.0,,12.0,9.0,12.0
2018-01-23,25.0,26.0,26.0,,25.0,25.0,25.0,21.0
2018-01-24,28.0,29.0,,30.0,31.0,31.0,32.0,29.0
2018-01-25,28.0,,29.0,28.0,29.0,28.0,28.0,29.0
2018-01-26,,23.0,22.0,22.0,21.0,21.0,20.0,22.0
2018-01-27,19.0,16.0,16.0,16.0,17.0,17.0,16.0,18.0
2018-01-28,20.0,21.0,20.0,19.0,21.0,21.0,20.0,19.0
2018-01-29,29.0,30.0,32.0,32.0,31.0,29.0,29.0,28.0
2018-01-30,29.0,34.0,38.0,38.0,37.0,37.0,36.0,35.0
2018-01-31,23.0,26.0,28.0,30.0,29.0,28.0,27.0,26.0
2018-02-01,21.0,22.0,24.0,23.0,22.0,21.0,21.0,24.0
2018-02-02,34.0,36.0,37.0,40.0,41.0,43.0,44.0,44.0
2018-02-03,41.0,39.0,35.0,36.0,37.0,36.0,35.0,37.0
2018-02-04,31.0,31.0,32.0,30.0,26.0,26.0,27.0,31.0
2018-02-05,39.0,39.0,35.0,35.0,38.0,39.0,40.0,40.0
2018-02-06,37.0,28.0,28.0,28.0,29.0,30.0,31.0,34.0
2018-02-07,29.0,27.0,27.0,28.0,28.0,30.0,30.0,32.0
2018-02-08,37.0,36.0,34.0,37.0,35.0,36.0,37.0,34.0
2018-02-09,31.0,26.0,28.0,25.0,24.0,23.0,23.0,24.0
2018-02-10,26.0,23.0,21.0,22.0,20.0,19.0,18.0,22.0
2018-02-11,27.0,21.0,25.0,24.0,22.0,21.0,20.0,19.0
2018-02-12,26.0,28.0,28.0,28.0,29.0,30.0,30.0,31.0
2018-02-13,19.0,19.0,20.0,21.0,22.0,24.0,26.0,25.0
2018-02-14,18.0,17.0,17.0,13.0,13.0,13.0,14.0,16.0
2018-02-15,18.0,10.0,8.0,3.0,1.0,1.0,1.0,3.0
2018-02-16,17.0,23.0,18.0,17.0,10.0,13.0,11.0,2.0
2018-02-17,26.0,27.0,29.0,27.0,27.0,27.0,27.0,19.0
2018-02-18,21.0,22.0,21.0,22.0,21.0,20.0,21.0,22.0
2018-02-19,12.0,11.0,12.0,7.0,6.0,5.0,5.0,12.0
2018-02-20,9.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0
2018-02-21,9.0,11.0,4.0,4.0,1.0,2.0,,5.0
2018-02-22,18.0,17.0,16.0,14.0,13.0,,,12.0
2018-02-23,12.0,11.0,7.0,4.0,,,3.0,8.0
2018-02-24,7.0,4.0,4.0,,,2.0,3.0,8.0
2018-02-25,10.0,7.0,,,8.0,8.0,11.0,12.0
2018-02-26,15.0,,,17.0,16.0,16.0,17.0,9.0
2018-02-27,,,17.0,15.0,15.0,16.0,16.0,11.0
2018-02-28,,13.0,11.0,10.0,11.0,12.0,12.0,19.0
2018-03-01,12.0,9.0,8.0,8.0,9.0,9.0,8.0,14.0
2018-03-02,19.0,20.0,21.0,22.0,24.0,24.0,24.0,22.0
2018-03-03,23.0,23.0,24.0,25.0,26.0,26.0,25.0,23.0
2018-03-04,21.0,23.0,23.0,24.0,24.0,25.0,25.0,22.0
2018-03-05,18.0,19.0,19.0,18.0,20.0,22.0,23.0,22.0
2018-03-06,18.0,18.0,18.0,16.0,17.0,18.0,16.0,18.0
2018-03-07,25.0,26.0,26.0,27.0,28.0,28.0,28.0,25.0
2018-03-08,28.0,29.0,32.0,31.0,32.0,33.0,33.0,27.0
2018-03-09,26.0,30.0,27.0,29.0,29.0,30.0,29.0,25.0
2018-03-10,23.0,18.0,19.0,21.0,22.0,23.0,23.0,23.0
2018-03-11,18.0,21.0,21.0,23.0,24.0,23.0,22.0,21.0
2018-03-12,26.0,26.0,28.0,28.0,28.0,27.0,28.0,25.0
2018-03-13,26.0,29.0,29.0,30.0,30.0,31.0,31.0,26.0
2018-03-14,28.0,27.0,30.0,32.0,33.0,33.0,34.0,27.0
2018-03-15,,,25.0,23.0,21.0,21.0,21.0,21.0
2018-03-16,,15.0,16.0,22.0,26.0,25.0,22.0,20.0
2018-03-17,9.0,9.0,19.0,24.0,16.0,13.0,14.0,16.0
2018-03-18,5.0,12.0,19.0,16.0,18.0,18.0,18.0,17.0
2018-03-19,10.0,15.0,12.0,14.0,14.0,16.0,15.0,17.0
2018-03-20,19.0,18.0,18.0,18.0,21.0,20.0,22.0,22.0
2018-03-21,25.0,26.0,28.0,27.0,27.0,29.0,30.0,26.0
2018-03-22,26.0,29.0,28.0,28.0,28.0,29.0,29.0,25.0
2018-03-23,25.0,24.0,24.0,24.0,24.0,24.0,26.0,24.0
2018-03-24,17.0,14.0,17.0,23.0,22.0,23.0,24.0,25.0
2018-03-25,15.0,16.0,19.0,21.0,22.0,24.0,23.0,20.0
2018-03-26,18.0,17.0,18.0,18.0,18.0,17.0,18.0,18.0
2018-03-27,13.0,12.0,12.0,12.0,11.0,10.0,,13.0
2018-03-28,8.0,8.0,8.0,7.0,6.0,,5.0,12.0
2018-03-29,8.0,9.0,10.0,8.0,,6.0,4.0,11.0
2018-03-30,16.0,16.0,13.0,,16.0,17.0,17.0,16.0
2018-03-31,20.0,18.0,,16.0,15.0,16.0,15.0,17.0
2018-04-01,16.0,,17.0,20.0,20.0,20.0,17.0,19.0
2018-04-02,,19.0,20.0,18.0,19.0,19.0,18.0,19.0
2018-04-03,15.0,13.0,6.0,2.0,2.0,2.0,2.0,11.0
2018-04-04,15.0,18.0,19.0,20.0,22.0,22.0,23.0,21.0
2018-04-05,20.0,22.0,24.0,23.0,22.0,23.0,23.0,22.0
2018-04-06,17.0,18.0,17.0,19.0,15.0,15.0,15.0,20.0
2018-04-07,25.0,21.0,25.0,29.0,29.0,28.0,30.0,26.0
2018-04-08,22.0,21.0,26.0,31.0,30.0,30.0,30.0,25.0
2018-04-09,,17.0,20.0,19.0,20.0,20.0,21.0,23.0
2018-04-10,20.0,21.0,23.0,20.0,20.0,21.0,22.0,22.0
2018-04-11,20.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0
2018-04-12,9.0,9.0,7.0,5.0,4.0,3.0,3.0,12.0
2018-04-13,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0
2018-04-14,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0
2018-04-15,15.0,13.0,9.0,9.0,9.0,9.0,9.0,8.0
2018-04-16,23.0,22.0,22.0,25.0,24.0,25.0,27.0,24.0
2018-04-17,17.0,16.0,19.0,17.0,17.0,19.0,20.0,14.0
2018-04-18,8.0,9.0,6.0,5.0,6.0,7.0,6.0,6.0
2018-04-19,12.0,14.0,13.0,14.0,16.0,19.0,21.0,17.0
2018-04-20,,16.0,17.0,17.0,19.0,19.0,18.0,14.0
2018-04-21,11.0,13.0,14.0,15.0,15.0,14.0,13.0,9.0
2018-04-22,10.0,11.0,12.0,11.0,10.0,10.0,9.0,8.0
2018-04-23,9.0,9.0,9.0,10.0,10.0,8.0,7.0,8.0
2018-04-24,7.0,8.0,9.0,10.0,8.0,7.0,7.0,8.0
2018-04-25,8.0,9.0,9.0,8.0,8.0,8.0,8.0,6.0
2018-04-26,10.0,10.0,11.0,11.0,11.0,10.0,10.0,8.0
2018-04-27,,10.0,11.0,10.0,10.0,8.0,7.0,5.0
2018-04-28,13.0,12.0,11.0,10.0,10.0,10.0,10.0,8.0
2018-04-29,9.0,8.0,9.0,14.0,17.0,17.0,17.0,11.0
2018-04-30,4.0,5.0,9.0,11.0,11.0,10.0,10.0,7.0
2018-05-01,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-05,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-05-06,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,3.0,2.0,2.0,3.0,5.0,3.0,3.0,0.0
2018-05-08,2.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0
2018-05-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
